input,output
Let's allocate 21 percentage more of debt instruments to myPortfolio's portfolio.,"if 'myPortfolio' not in portfolio:
    portfolio['myPortfolio'] = {}
portfolio['myPortfolio']['BONDS'] = '21%'"
revise 49% to debt instruments in VentureCapital,"if 'VentureCapital' in portfolio and 'BONDS' in portfolio['VentureCapital']:
    portfolio['VentureCapital']['BONDS'] = '49%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
change 65 percent to mid-cap stocks in PortfolioB,"if 'PortfolioB' in portfolio and 'MID_CAP_STOCKS' in portfolio['PortfolioB']:
    portfolio['PortfolioB']['MID_CAP_STOCKS'] = '65%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
revise 96 percentage to debt instruments in PortfolioA,"if 'PortfolioA' in portfolio and 'BONDS' in portfolio['PortfolioA']:
    portfolio['PortfolioA']['BONDS'] = '96%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Let's revise 49% more of mid-cap stocks to CryptoAssets's portfolio.,"if 'CryptoAssets' in portfolio and 'MID_CAP_STOCKS' in portfolio['CryptoAssets']:
    portfolio['CryptoAssets']['MID_CAP_STOCKS'] = '49%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Could you change 95 percentage to fixed-income securities in myPortfolio?,"if 'myPortfolio' in portfolio and 'BONDS' in portfolio['myPortfolio']:
    portfolio['myPortfolio']['BONDS'] = '95%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
"modify GreenEnergyInvest by adding 7% debt instruments, please.","if 'GreenEnergyInvest' in portfolio and 'BONDS' in portfolio['GreenEnergyInvest']:
    portfolio['GreenEnergyInvest']['BONDS'] = '7%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
I'm considering changeing PreciousMetalsFund with an additional 95 percent of minor stocks.,"if 'PreciousMetalsFund' in portfolio and 'SMALL_CAP_STOCKS' in portfolio['PreciousMetalsFund']:
    portfolio['PreciousMetalsFund']['SMALL_CAP_STOCKS'] = '95%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Is it possible to allocate BetaPortfolio's fixed-income securities allocation by 52 proportion?,"if 'BetaPortfolio' not in portfolio:
    portfolio['BetaPortfolio'] = {}
portfolio['BetaPortfolio']['BONDS'] = '52%'"
How about we place 57 proportion of small-size stocks in PortfolioA?,"if 'PortfolioA' not in portfolio:
    portfolio['PortfolioA'] = {}
portfolio['PortfolioA']['SMALL_CAP_STOCKS'] = '57%'"
Could you alter 49 proportion to small-size stocks in PortfolioA?,"if 'PortfolioA' in portfolio and 'SMALL_CAP_STOCKS' in portfolio['PortfolioA']:
    portfolio['PortfolioA']['SMALL_CAP_STOCKS'] = '49%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Could you place 64 proportion to medium stocks in AlphaFund?,"if 'AlphaFund' not in portfolio:
    portfolio['AlphaFund'] = {}
portfolio['AlphaFund']['MID_CAP_STOCKS'] = '64%'"
Please adjust mid-cap stocks by 63 proportion in TechGrowth.,"if 'TechGrowth' in portfolio and 'MID_CAP_STOCKS' in portfolio['TechGrowth']:
    portfolio['TechGrowth']['MID_CAP_STOCKS'] = '63%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
"amend PreciousMetalsFund by adding 41 percent large-cap stocks, please.","if 'PreciousMetalsFund' in portfolio and 'LARGE_CAP_STOCKS' in portfolio['PreciousMetalsFund']:
    portfolio['PreciousMetalsFund']['LARGE_CAP_STOCKS'] = '41%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
"We're moving to modify 6 proportion more to small-size stocks in CryptoAssets, correct?","if 'CryptoAssets' in portfolio and 'SMALL_CAP_STOCKS' in portfolio['CryptoAssets']:
    portfolio['CryptoAssets']['SMALL_CAP_STOCKS'] = '6%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
"designate BlueChipStocks by adding 55 percentage small-cap stocks, please.","if 'BlueChipStocks' not in portfolio:
    portfolio['BlueChipStocks'] = {}
portfolio['BlueChipStocks']['SMALL_CAP_STOCKS'] = '55%'"
Please adjust bonds by 85% in ValueInvest.,"if 'ValueInvest' in portfolio and 'BONDS' in portfolio['ValueInvest']:
    portfolio['ValueInvest']['BONDS'] = '85%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
set 97 percent to major stocks in TechGrowth,"if 'TechGrowth' not in portfolio:
    portfolio['TechGrowth'] = {}
portfolio['TechGrowth']['LARGE_CAP_STOCKS'] = '97%'"
"designate myPortfolio by adding 98% fixed-income securities, please.","if 'myPortfolio' not in portfolio:
    portfolio['myPortfolio'] = {}
portfolio['myPortfolio']['BONDS'] = '98%'"
Thinking of updateing 52% minor stocks into BetaPortfolio,"if 'BetaPortfolio' in portfolio and 'SMALL_CAP_STOCKS' in portfolio['BetaPortfolio']:
    portfolio['BetaPortfolio']['SMALL_CAP_STOCKS'] = '52%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
How about we set 69% of small-cap stocks in IncomeFund2024?,"if 'IncomeFund2024' not in portfolio:
    portfolio['IncomeFund2024'] = {}
portfolio['IncomeFund2024']['SMALL_CAP_STOCKS'] = '69%'"
assign 16 proportion to small-cap stocks in VentureCapital,"if 'VentureCapital' not in portfolio:
    portfolio['VentureCapital'] = {}
portfolio['VentureCapital']['SMALL_CAP_STOCKS'] = '16%'"
Plan to revise the small-size stocks in GlobalEquityFund by 72%.,"if 'GlobalEquityFund' in portfolio and 'SMALL_CAP_STOCKS' in portfolio['GlobalEquityFund']:
    portfolio['GlobalEquityFund']['SMALL_CAP_STOCKS'] = '72%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Is it possible to amend BetaPortfolio's large-cap stocks allocation by 31 percentage?,"if 'BetaPortfolio' in portfolio and 'LARGE_CAP_STOCKS' in portfolio['BetaPortfolio']:
    portfolio['BetaPortfolio']['LARGE_CAP_STOCKS'] = '31%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
"We're moving to place 6% more to small-cap stocks in AlphaFund, correct?","if 'AlphaFund' not in portfolio:
    portfolio['AlphaFund'] = {}
portfolio['AlphaFund']['SMALL_CAP_STOCKS'] = '6%'"
I'm considering seting PreciousMetalsFund with an additional 63 proportion of bonds.,"if 'PreciousMetalsFund' not in portfolio:
    portfolio['PreciousMetalsFund'] = {}
portfolio['PreciousMetalsFund']['BONDS'] = '63%'"
Please update mid-cap stocks by 35% in GlobalEquityFund.,"if 'GlobalEquityFund' in portfolio and 'MID_CAP_STOCKS' in portfolio['GlobalEquityFund']:
    portfolio['GlobalEquityFund']['MID_CAP_STOCKS'] = '35%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Please designate small-cap stocks by 76 proportion in GlobalEquityFund.,"if 'GlobalEquityFund' not in portfolio:
    portfolio['GlobalEquityFund'] = {}
portfolio['GlobalEquityFund']['SMALL_CAP_STOCKS'] = '76%'"
assign 53 percentage to small-cap stocks in HighYieldBonds,"if 'HighYieldBonds' not in portfolio:
    portfolio['HighYieldBonds'] = {}
portfolio['HighYieldBonds']['SMALL_CAP_STOCKS'] = '53%'"
Let's amend 93 percent more of medium stocks to PortfolioA's portfolio.,"if 'PortfolioA' in portfolio and 'MID_CAP_STOCKS' in portfolio['PortfolioA']:
    portfolio['PortfolioA']['MID_CAP_STOCKS'] = '93%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Is it possible to place VentureCapital's big-cap stocks allocation by 64%?,"if 'VentureCapital' not in portfolio:
    portfolio['VentureCapital'] = {}
portfolio['VentureCapital']['LARGE_CAP_STOCKS'] = '64%'"
I'm considering modifying ValueInvest with an additional 54% of big-cap stocks.,"if 'ValueInvest' in portfolio and 'LARGE_CAP_STOCKS' in portfolio['ValueInvest']:
    portfolio['ValueInvest']['LARGE_CAP_STOCKS'] = '54%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Let's adjust 28 percentage more of big-cap stocks to BetaPortfolio's portfolio.,"if 'BetaPortfolio' in portfolio and 'LARGE_CAP_STOCKS' in portfolio['BetaPortfolio']:
    portfolio['BetaPortfolio']['LARGE_CAP_STOCKS'] = '28%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
set 16 percentage to big-cap stocks in RealEstateHoldings,"if 'RealEstateHoldings' not in portfolio:
    portfolio['RealEstateHoldings'] = {}
portfolio['RealEstateHoldings']['LARGE_CAP_STOCKS'] = '16%'"
modifying EmergingMarkets to include 15 percentage more small-size stocks.,"if 'EmergingMarkets' in portfolio and 'SMALL_CAP_STOCKS' in portfolio['EmergingMarkets']:
    portfolio['EmergingMarkets']['SMALL_CAP_STOCKS'] = '15%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Thinking of designateing 24 percent debt instruments into myPortfolio,"if 'myPortfolio' not in portfolio:
    portfolio['myPortfolio'] = {}
portfolio['myPortfolio']['BONDS'] = '24%'"
I'm considering placeing PortfolioB with an additional 6 percent of large-cap stocks.,"if 'PortfolioB' not in portfolio:
    portfolio['PortfolioB'] = {}
portfolio['PortfolioB']['LARGE_CAP_STOCKS'] = '6%'"
Please assign major stocks by 9% in RealEstateHoldings.,"if 'RealEstateHoldings' not in portfolio:
    portfolio['RealEstateHoldings'] = {}
portfolio['RealEstateHoldings']['LARGE_CAP_STOCKS'] = '9%'"
"We're moving to position 9 percent more to debt instruments in EmergingMarkets, correct?","if 'EmergingMarkets' not in portfolio:
    portfolio['EmergingMarkets'] = {}
portfolio['EmergingMarkets']['BONDS'] = '9%'"
Is it possible to position PortfolioB's fixed-income securities allocation by 51 proportion?,"if 'PortfolioB' not in portfolio:
    portfolio['PortfolioB'] = {}
portfolio['PortfolioB']['BONDS'] = '51%'"
"We're moving to update 22% more to large-cap stocks in CryptoAssets, correct?","if 'CryptoAssets' in portfolio and 'LARGE_CAP_STOCKS' in portfolio['CryptoAssets']:
    portfolio['CryptoAssets']['LARGE_CAP_STOCKS'] = '22%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Is it possible to change ValueInvest's big-cap stocks allocation by 86%?,"if 'ValueInvest' in portfolio and 'LARGE_CAP_STOCKS' in portfolio['ValueInvest']:
    portfolio['ValueInvest']['LARGE_CAP_STOCKS'] = '86%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Is it possible to alter BlueChipStocks's small-size stocks allocation by 58 percent?,"if 'BlueChipStocks' in portfolio and 'SMALL_CAP_STOCKS' in portfolio['BlueChipStocks']:
    portfolio['BlueChipStocks']['SMALL_CAP_STOCKS'] = '58%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
I'm considering designateing VentureCapital with an additional 32 proportion of fixed-income securities.,"if 'VentureCapital' not in portfolio:
    portfolio['VentureCapital'] = {}
portfolio['VentureCapital']['BONDS'] = '32%'"
"amend myPortfolio by adding 83 percentage fixed-income securities, please.","if 'myPortfolio' in portfolio and 'BONDS' in portfolio['myPortfolio']:
    portfolio['myPortfolio']['BONDS'] = '83%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Is it possible to assign BlueChipStocks's small-cap stocks allocation by 83 percent?,"if 'BlueChipStocks' not in portfolio:
    portfolio['BlueChipStocks'] = {}
portfolio['BlueChipStocks']['SMALL_CAP_STOCKS'] = '83%'"
How about we update 44 proportion of major stocks in myPortfolio?,"if 'myPortfolio' in portfolio and 'LARGE_CAP_STOCKS' in portfolio['myPortfolio']:
    portfolio['myPortfolio']['LARGE_CAP_STOCKS'] = '44%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Please set fixed-income securities by 100 proportion in BetaPortfolio.,"if 'BetaPortfolio' not in portfolio:
    portfolio['BetaPortfolio'] = {}
portfolio['BetaPortfolio']['BONDS'] = '100%'"
How about we position 2 percent of medium stocks in BlueChipStocks?,"if 'BlueChipStocks' not in portfolio:
    portfolio['BlueChipStocks'] = {}
portfolio['BlueChipStocks']['MID_CAP_STOCKS'] = '2%'"
Could you change 29 percent to large-cap stocks in myPortfolio?,"if 'myPortfolio' in portfolio and 'LARGE_CAP_STOCKS' in portfolio['myPortfolio']:
    portfolio['myPortfolio']['LARGE_CAP_STOCKS'] = '29%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Plan to update the small-size stocks in ValueInvest by 86 percentage.,"if 'ValueInvest' in portfolio and 'SMALL_CAP_STOCKS' in portfolio['ValueInvest']:
    portfolio['ValueInvest']['SMALL_CAP_STOCKS'] = '86%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Is it possible to change myPortfolio's small-size stocks allocation by 85 proportion?,"if 'myPortfolio' in portfolio and 'SMALL_CAP_STOCKS' in portfolio['myPortfolio']:
    portfolio['myPortfolio']['SMALL_CAP_STOCKS'] = '85%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Could you amend 12 percentage to fixed-income securities in HighYieldBonds?,"if 'HighYieldBonds' in portfolio and 'BONDS' in portfolio['HighYieldBonds']:
    portfolio['HighYieldBonds']['BONDS'] = '12%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Plan to allocate the small-size stocks in IncomeFund2024 by 55%.,"if 'IncomeFund2024' not in portfolio:
    portfolio['IncomeFund2024'] = {}
portfolio['IncomeFund2024']['SMALL_CAP_STOCKS'] = '55%'"
positioning IncomeFund2024 to include 52% more major stocks.,"if 'IncomeFund2024' not in portfolio:
    portfolio['IncomeFund2024'] = {}
portfolio['IncomeFund2024']['LARGE_CAP_STOCKS'] = '52%'"
amend 86% to medium stocks in DividendGrowers,"if 'DividendGrowers' in portfolio and 'MID_CAP_STOCKS' in portfolio['DividendGrowers']:
    portfolio['DividendGrowers']['MID_CAP_STOCKS'] = '86%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Thinking of updateing 89% medium stocks into PortfolioB,"if 'PortfolioB' in portfolio and 'MID_CAP_STOCKS' in portfolio['PortfolioB']:
    portfolio['PortfolioB']['MID_CAP_STOCKS'] = '89%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Plan to revise the bonds in IncomeFund2024 by 48 proportion.,"if 'IncomeFund2024' in portfolio and 'BONDS' in portfolio['IncomeFund2024']:
    portfolio['IncomeFund2024']['BONDS'] = '48%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
How about we assign 61 percent of small-cap stocks in GreenEnergyInvest?,"if 'GreenEnergyInvest' not in portfolio:
    portfolio['GreenEnergyInvest'] = {}
portfolio['GreenEnergyInvest']['SMALL_CAP_STOCKS'] = '61%'"
I'm considering amending myPortfolio with an additional 61 proportion of mid-cap stocks.,"if 'myPortfolio' in portfolio and 'MID_CAP_STOCKS' in portfolio['myPortfolio']:
    portfolio['myPortfolio']['MID_CAP_STOCKS'] = '61%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Thinking of reviseing 81% debt instruments into HighYieldBonds,"if 'HighYieldBonds' in portfolio and 'BONDS' in portfolio['HighYieldBonds']:
    portfolio['HighYieldBonds']['BONDS'] = '81%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
adjust 70% to small-cap stocks in GreenEnergyInvest,"if 'GreenEnergyInvest' in portfolio and 'SMALL_CAP_STOCKS' in portfolio['GreenEnergyInvest']:
    portfolio['GreenEnergyInvest']['SMALL_CAP_STOCKS'] = '70%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Let's amend 80 percent more of small-cap stocks to PreciousMetalsFund's portfolio.,"if 'PreciousMetalsFund' in portfolio and 'SMALL_CAP_STOCKS' in portfolio['PreciousMetalsFund']:
    portfolio['PreciousMetalsFund']['SMALL_CAP_STOCKS'] = '80%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Let's update 99 proportion more of major stocks to TechGrowth's portfolio.,"if 'TechGrowth' in portfolio and 'LARGE_CAP_STOCKS' in portfolio['TechGrowth']:
    portfolio['TechGrowth']['LARGE_CAP_STOCKS'] = '99%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
"We're moving to designate 5 percent more to small-cap stocks in DividendGrowers, correct?","if 'DividendGrowers' not in portfolio:
    portfolio['DividendGrowers'] = {}
portfolio['DividendGrowers']['SMALL_CAP_STOCKS'] = '5%'"
Plan to assign the bonds in GlobalEquityFund by 89%.,"if 'GlobalEquityFund' not in portfolio:
    portfolio['GlobalEquityFund'] = {}
portfolio['GlobalEquityFund']['BONDS'] = '89%'"
I'm considering amending PortfolioA with an additional 78 proportion of fixed-income securities.,"if 'PortfolioA' in portfolio and 'BONDS' in portfolio['PortfolioA']:
    portfolio['PortfolioA']['BONDS'] = '78%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Please amend minor stocks by 31 percentage in GreenEnergyInvest.,"if 'GreenEnergyInvest' in portfolio and 'SMALL_CAP_STOCKS' in portfolio['GreenEnergyInvest']:
    portfolio['GreenEnergyInvest']['SMALL_CAP_STOCKS'] = '31%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Thinking of updateing 36% major stocks into TechGrowth,"if 'TechGrowth' in portfolio and 'LARGE_CAP_STOCKS' in portfolio['TechGrowth']:
    portfolio['TechGrowth']['LARGE_CAP_STOCKS'] = '36%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Is it possible to alter GlobalEquityFund's minor stocks allocation by 12%?,"if 'GlobalEquityFund' in portfolio and 'SMALL_CAP_STOCKS' in portfolio['GlobalEquityFund']:
    portfolio['GlobalEquityFund']['SMALL_CAP_STOCKS'] = '12%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Let's adjust 40 percent more of medium stocks to VentureCapital's portfolio.,"if 'VentureCapital' in portfolio and 'MID_CAP_STOCKS' in portfolio['VentureCapital']:
    portfolio['VentureCapital']['MID_CAP_STOCKS'] = '40%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Plan to alter the debt instruments in AlphaFund by 15 percent.,"if 'AlphaFund' in portfolio and 'BONDS' in portfolio['AlphaFund']:
    portfolio['AlphaFund']['BONDS'] = '15%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Let's position 65 percentage more of bonds to VentureCapital's portfolio.,"if 'VentureCapital' not in portfolio:
    portfolio['VentureCapital'] = {}
portfolio['VentureCapital']['BONDS'] = '65%'"
Please amend mid-cap stocks by 100 percentage in HighYieldBonds.,"if 'HighYieldBonds' in portfolio and 'MID_CAP_STOCKS' in portfolio['HighYieldBonds']:
    portfolio['HighYieldBonds']['MID_CAP_STOCKS'] = '100%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Plan to set the mid-size stocks in AlphaFund by 38 proportion.,"if 'AlphaFund' not in portfolio:
    portfolio['AlphaFund'] = {}
portfolio['AlphaFund']['MID_CAP_STOCKS'] = '38%'"
Could you allocate 94 proportion to large-cap stocks in PreciousMetalsFund?,"if 'PreciousMetalsFund' not in portfolio:
    portfolio['PreciousMetalsFund'] = {}
portfolio['PreciousMetalsFund']['LARGE_CAP_STOCKS'] = '94%'"
Could you alter 96 percent to debt instruments in EmergingMarkets?,"if 'EmergingMarkets' in portfolio and 'BONDS' in portfolio['EmergingMarkets']:
    portfolio['EmergingMarkets']['BONDS'] = '96%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Please place large-cap stocks by 95% in ValueInvest.,"if 'ValueInvest' not in portfolio:
    portfolio['ValueInvest'] = {}
portfolio['ValueInvest']['LARGE_CAP_STOCKS'] = '95%'"
Let's amend 91 percentage more of mid-size stocks to CryptoAssets's portfolio.,"if 'CryptoAssets' in portfolio and 'MID_CAP_STOCKS' in portfolio['CryptoAssets']:
    portfolio['CryptoAssets']['MID_CAP_STOCKS'] = '91%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Let's change 92% more of fixed-income securities to GreenEnergyInvest's portfolio.,"if 'GreenEnergyInvest' in portfolio and 'BONDS' in portfolio['GreenEnergyInvest']:
    portfolio['GreenEnergyInvest']['BONDS'] = '92%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Is it possible to designate PreciousMetalsFund's bonds allocation by 30%?,"if 'PreciousMetalsFund' not in portfolio:
    portfolio['PreciousMetalsFund'] = {}
portfolio['PreciousMetalsFund']['BONDS'] = '30%'"
Could you place 37% to minor stocks in GlobalEquityFund?,"if 'GlobalEquityFund' not in portfolio:
    portfolio['GlobalEquityFund'] = {}
portfolio['GlobalEquityFund']['SMALL_CAP_STOCKS'] = '37%'"
I'm considering updateing PreciousMetalsFund with an additional 49 percent of medium stocks.,"if 'PreciousMetalsFund' in portfolio and 'MID_CAP_STOCKS' in portfolio['PreciousMetalsFund']:
    portfolio['PreciousMetalsFund']['MID_CAP_STOCKS'] = '49%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Plan to position the medium stocks in GreenEnergyInvest by 96 percent.,"if 'GreenEnergyInvest' not in portfolio:
    portfolio['GreenEnergyInvest'] = {}
portfolio['GreenEnergyInvest']['MID_CAP_STOCKS'] = '96%'"
change 31 percent to major stocks in RealEstateHoldings,"if 'RealEstateHoldings' in portfolio and 'LARGE_CAP_STOCKS' in portfolio['RealEstateHoldings']:
    portfolio['RealEstateHoldings']['LARGE_CAP_STOCKS'] = '31%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
"change HighYieldBonds by adding 88 percent mid-cap stocks, please.","if 'HighYieldBonds' in portfolio and 'MID_CAP_STOCKS' in portfolio['HighYieldBonds']:
    portfolio['HighYieldBonds']['MID_CAP_STOCKS'] = '88%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Could you designate 88 percentage to small-cap stocks in GlobalEquityFund?,"if 'GlobalEquityFund' not in portfolio:
    portfolio['GlobalEquityFund'] = {}
portfolio['GlobalEquityFund']['SMALL_CAP_STOCKS'] = '88%'"
Please position bonds by 84 proportion in myPortfolio.,"if 'myPortfolio' not in portfolio:
    portfolio['myPortfolio'] = {}
portfolio['myPortfolio']['BONDS'] = '84%'"
adjust 20 proportion to mid-cap stocks in DividendGrowers,"if 'DividendGrowers' in portfolio and 'MID_CAP_STOCKS' in portfolio['DividendGrowers']:
    portfolio['DividendGrowers']['MID_CAP_STOCKS'] = '20%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
How about we designate 88% of mid-size stocks in CryptoAssets?,"if 'CryptoAssets' not in portfolio:
    portfolio['CryptoAssets'] = {}
portfolio['CryptoAssets']['MID_CAP_STOCKS'] = '88%'"
"We're moving to position 61 percent more to fixed-income securities in ValueInvest, correct?","if 'ValueInvest' not in portfolio:
    portfolio['ValueInvest'] = {}
portfolio['ValueInvest']['BONDS'] = '61%'"
assign 28 percent to small-size stocks in AlphaFund,"if 'AlphaFund' not in portfolio:
    portfolio['AlphaFund'] = {}
portfolio['AlphaFund']['SMALL_CAP_STOCKS'] = '28%'"
Could you alter 55 percentage to debt instruments in PortfolioA?,"if 'PortfolioA' in portfolio and 'BONDS' in portfolio['PortfolioA']:
    portfolio['PortfolioA']['BONDS'] = '55%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Please adjust major stocks by 20 percentage in PreciousMetalsFund.,"if 'PreciousMetalsFund' in portfolio and 'LARGE_CAP_STOCKS' in portfolio['PreciousMetalsFund']:
    portfolio['PreciousMetalsFund']['LARGE_CAP_STOCKS'] = '20%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Could you alter 8 percent to mid-cap stocks in PreciousMetalsFund?,"if 'PreciousMetalsFund' in portfolio and 'MID_CAP_STOCKS' in portfolio['PreciousMetalsFund']:
    portfolio['PreciousMetalsFund']['MID_CAP_STOCKS'] = '8%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
"adjust EmergingMarkets by adding 45 percentage big-cap stocks, please.","if 'EmergingMarkets' in portfolio and 'LARGE_CAP_STOCKS' in portfolio['EmergingMarkets']:
    portfolio['EmergingMarkets']['LARGE_CAP_STOCKS'] = '45%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Thinking of adjusting 47% minor stocks into GreenEnergyInvest,"if 'GreenEnergyInvest' in portfolio and 'SMALL_CAP_STOCKS' in portfolio['GreenEnergyInvest']:
    portfolio['GreenEnergyInvest']['SMALL_CAP_STOCKS'] = '47%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
seting BlueChipStocks to include 18 percent more big-cap stocks.,"if 'BlueChipStocks' not in portfolio:
    portfolio['BlueChipStocks'] = {}
portfolio['BlueChipStocks']['LARGE_CAP_STOCKS'] = '18%'"
Let's position 24 percent more of small-size stocks to BlueChipStocks's portfolio.,"if 'BlueChipStocks' not in portfolio:
    portfolio['BlueChipStocks'] = {}
portfolio['BlueChipStocks']['SMALL_CAP_STOCKS'] = '24%'"
Thinking of designateing 47% major stocks into CryptoAssets,"if 'CryptoAssets' not in portfolio:
    portfolio['CryptoAssets'] = {}
portfolio['CryptoAssets']['LARGE_CAP_STOCKS'] = '47%'"
Please allocate debt instruments by 5 proportion in PortfolioA.,"if 'PortfolioA' not in portfolio:
    portfolio['PortfolioA'] = {}
portfolio['PortfolioA']['BONDS'] = '5%'"
"We're moving to alter 62 percentage more to mid-size stocks in IncomeFund2024, correct?","if 'IncomeFund2024' in portfolio and 'MID_CAP_STOCKS' in portfolio['IncomeFund2024']:
    portfolio['IncomeFund2024']['MID_CAP_STOCKS'] = '62%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Is it possible to amend EmergingMarkets's major stocks allocation by 96%?,"if 'EmergingMarkets' in portfolio and 'LARGE_CAP_STOCKS' in portfolio['EmergingMarkets']:
    portfolio['EmergingMarkets']['LARGE_CAP_STOCKS'] = '96%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
"amend TechGrowth by adding 86 proportion bonds, please.","if 'TechGrowth' in portfolio and 'BONDS' in portfolio['TechGrowth']:
    portfolio['TechGrowth']['BONDS'] = '86%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Could you place 46 proportion to mid-size stocks in DividendGrowers?,"if 'DividendGrowers' not in portfolio:
    portfolio['DividendGrowers'] = {}
portfolio['DividendGrowers']['MID_CAP_STOCKS'] = '46%'"
modifying RealEstateHoldings to include 36 percent more mid-size stocks.,"if 'RealEstateHoldings' in portfolio and 'MID_CAP_STOCKS' in portfolio['RealEstateHoldings']:
    portfolio['RealEstateHoldings']['MID_CAP_STOCKS'] = '36%'  # Update the allocation
else:
    raise ValueError('Portfolio or asset type not found')"
Could you assign 33 proportion to major stocks in PreciousMetalsFund?,"if 'PreciousMetalsFund' not in portfolio:
    portfolio['PreciousMetalsFund'] = {}
portfolio['PreciousMetalsFund']['LARGE_CAP_STOCKS'] = '33%'"
Plan to allocate the medium stocks in CryptoAssets by 63 percent.,"if 'CryptoAssets' not in portfolio:
    portfolio['CryptoAssets'] = {}
portfolio['CryptoAssets']['MID_CAP_STOCKS'] = '63%'"
Is it possible to designate BetaPortfolio's fixed-income securities allocation by 14 proportion?,"if 'BetaPortfolio' not in portfolio:
    portfolio['BetaPortfolio'] = {}
portfolio['BetaPortfolio']['BONDS'] = '14%'"
Please position bonds by 62% in PortfolioA.,"if 'PortfolioA' not in portfolio:
    portfolio['PortfolioA'] = {}
portfolio['PortfolioA']['BONDS'] = '62%'"
Is it possible to assign GreenEnergyInvest's small-size stocks allocation by 25%?,"if 'GreenEnergyInvest' not in portfolio:
    portfolio['GreenEnergyInvest'] = {}
portfolio['GreenEnergyInvest']['SMALL_CAP_STOCKS'] = '25%'"
